World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,Date,Exp Points,Exp to Up,% to Up
36,2618,840085821,Hogen,179,warrior,180,Is My Name, ,No rank,95,No rank,No rank,No rank,0,0,16.801.716,42.004.291,84.008.582,42.004.291,16.801.716,0,2024-01-19,840.085.821,6170689,32.3
11,2619,839615404,Aerosmith,179,wizard,377,Mg Family, ,No rank,No rank,72,32,No rank,20278072,33,16.792.308,41.980.770,83.961.540,41.980.770,16.792.308,0,2024-01-19,839.615.404,6641106,34.7
36,2620,839561023,Dindaa,179,warrior,224,Alcatraz, ,No rank,96,No rank,No rank,No rank,3956790,30,16.791.220,41.978.051,83.956.102,41.978.051,16.791.220,0,2024-01-19,839.561.023,6695487,35.0
23,2621,837937257,Gust,179,warrior,352,Leyendas, ,No rank,No rank,70,48,No rank,0,0,16.758.745,41.896.863,83.793.726,41.896.863,16.758.745,0,2024-01-19,837.937.257,8319253,43.5
07,2622,837792762,Captsigupp,179,warrior,221,Cp7kuncul,5,No rank,No rank,No rank,No rank,78,0,0,16.755.855,41.889.638,83.779.276,41.889.638,16.755.855,0,2024-01-19,837.792.762,8463748,44.3
11,2623,837637997,Favelados,179,wizard,352,Skyllax, ,No rank,No rank,No rank,50,No rank,0,0,16.752.760,41.881.900,83.763.800,41.881.900,16.752.760,0,2024-01-19,837.637.997,8618513,45.1
11,2624,836506582,Vicktorr,179,warrior,361,Legends Id, ,No rank,No rank,No rank,59,No rank,11234414,49,16.730.132,41.825.329,83.650.658,41.825.329,16.730.132,0,2024-01-19,836.506.582,9749928,51.0
33,2625,835113226,Bossboboho,179,wizard,213,L A N L A,0,No rank,71,No rank,No rank,44,113475823,3,16.702.265,41.755.661,83.511.323,41.755.661,16.702.265,0,2024-01-19,835.113.226,11143284,58.3
36,2626,834160508,Leonzz,179,wizard,183,Damai, ,No rank,58,No rank,No rank,No rank,12028180,16,16.683.210,41.708.025,83.416.051,41.708.025,16.683.210,0,2024-01-19,834.160.508,12096002,63.3
09,2627,833576779,Liebe,179,wizard,398,S W A T, ,No rank,No rank,15,9,No rank,25787976,23,16.671.536,41.678.839,83.357.678,41.678.839,16.671.536,0,2024-01-19,833.576.779,12679731,66.3
36,2628,832896826,Allqassam,179,warrior,190,Sun Shine, ,No rank,97,No rank,No rank,No rank,16608688,9,16.657.937,41.644.841,83.289.683,41.644.841,16.657.937,0,2024-01-19,832.896.826,13359684,69.9
33,2629,832681889,Johnwicks,179,warrior,173,Lion Star,5,No rank,No rank,No rank,No rank,63,4642885,31,16.653.638,41.634.094,83.268.189,41.634.094,16.653.638,0,2024-01-19,832.681.889,13574621,71.0
35,2630,832258794,Danielproz,179,wizard,338,Br Comanda, ,No rank,69,39,19,No rank,17502651,7,16.645.176,41.612.940,83.225.879,41.612.940,16.645.176,0,2024-01-19,832.258.794,13997716,73.2
09,2631,832000749,Hoax,179,wizard,285,R A J A, ,No rank,No rank,No rank,89,No rank,1876643,76,16.640.015,41.600.037,83.200.075,41.600.037,16.640.015,0,2024-01-19,832.000.749,14255761,74.6
01,2632,831934731,Fur,179,wizard,209,After Rain,10,No rank,No rank,No rank,No rank,42,32832263,23,16.638.695,41.596.737,83.193.473,41.596.737,16.638.695,0,2024-01-19,831.934.731,14321779,74.9
33,2633,831449302,Babymetal,179,warrior,243,The Prayer,5,No rank,No rank,No rank,No rank,58,34317780,8,16.628.986,41.572.465,83.144.930,41.572.465,16.628.986,0,2024-01-19,831.449.302,14807208,77.4
32,2634,831318857,Eldominal,179,warrior,261,Solo Army,15,No rank,No rank,No rank,No rank,16,338461959,2,16.626.377,41.565.943,83.131.886,41.565.943,16.626.377,0,2024-01-19,831.318.857,14937653,78.1
33,2635,830396012,Kingknight,179,wizard,269,Dark Lord,10,No rank,72,No rank,71,27,4820686,30,16.607.920,41.519.801,83.039.601,41.519.801,16.607.920,0,2024-01-19,830.396.012,15860498,82.9
07,2636,830248707,Cypher,179,wizard,257,Blackdevil, ,No rank,97,No rank,No rank,No rank,54827011,15,16.604.974,41.512.435,83.024.871,41.512.435,16.604.974,0,2024-01-19,830.248.707,16007803,83.7
11,2637,829631956,Hengkyy,179,warrior,142,B4j4h1t4m,5,No rank,No rank,No rank,No rank,75,0,0,16.592.639,41.481.598,82.963.196,41.481.598,16.592.639,0,2024-01-19,829.631.956,16624554,86.9
33,2638,829627070,Mardiah,179,wizard,247, , ,No rank,73,No rank,87,No rank,0,0,16.592.541,41.481.354,82.962.707,41.481.354,16.592.541,0,2024-01-19,829.627.070,16629440,87.0
07,2639,829261863,Cupcake,179,wizard,165,World18, ,No rank,98,No rank,No rank,No rank,58177357,13,16.585.237,41.463.093,82.926.186,41.463.093,16.585.237,0,2024-01-19,829.261.863,16994647,88.9
38,2640,829009141,Voldigoadd,179,warrior,202,Spears, ,4,4,25,20,No rank,19649346,1,16.580.183,41.450.457,82.900.914,41.450.457,16.580.183,0,2024-01-19,829.009.141,17247369,90.2
23,2641,828929233,Zx,179,warrior,189,Angkor Kh,9,No rank,No rank,No rank,No rank,38,41856276,12,16.578.585,41.446.462,82.892.923,41.446.462,16.578.585,0,2024-01-19,828.929.233,17327277,90.6
35,2642,828474253,Clinchan,179,wizard,237, , ,No rank,70,No rank,77,No rank,0,0,16.569.485,41.423.713,82.847.425,41.423.713,16.569.485,0,2024-01-19,828.474.253,17782257,93.0
36,2643,828469466,Vtr,179,wizard,178, , ,No rank,59,No rank,No rank,No rank,0,0,16.569.389,41.423.473,82.846.947,41.423.473,16.569.389,0,2024-01-19,828.469.466,17787044,93.0
33,2644,828176450,Haruka,179,warrior,214,Admiral,0,No rank,No rank,No rank,No rank,39,2257050,50,16.563.529,41.408.822,82.817.645,41.408.822,16.563.529,0,2024-01-19,828.176.450,18080060,94.6
33,2645,827805263,Nacely,179,wizard,227,Dark Lord, ,No rank,74,No rank,No rank,No rank,4820686,30,16.556.105,41.390.263,82.780.526,41.390.263,16.556.105,0,2024-01-19,827.805.263,18451247,96.5
35,2646,827523168,Filhocrazy,179,wizard,278,Br Comanda, ,No rank,71,No rank,48,No rank,17502651,7,16.550.463,41.376.158,82.752.317,41.376.158,16.550.463,0,2024-01-19,827.523.168,18733342,98.0
07,2647,826638343,Yakjuj,178,wizard,183,Tiga Line, ,No rank,99,No rank,No rank,No rank,8021647,40,16.532.767,41.331.917,82.663.834,41.331.917,16.532.767,0,2024-01-19,826.638.343,816017,4.3
36,2648,826474248,Getster,178,wizard,211,Happyghost,5,No rank,60,No rank,84,75,0,0,16.529.485,41.323.712,82.647.425,41.323.712,16.529.485,0,2024-01-19,826.474.248,980112,5.2
07,2649,824562242,Xzack,178,wizard,264, ,5,No rank,100,No rank,94,64,0,0,16.491.245,41.228.112,82.456.224,41.228.112,16.491.245,0,2024-01-19,824.562.242,2892118,15.4
07,2650,824288848,Rizkyzn,178,warrior,296, , ,No rank,No rank,No rank,77,No rank,0,0,16.485.777,41.214.442,82.428.885,41.214.442,16.485.777,0,2024-01-19,824.288.848,3165512,16.8
37,2651,824006250,Apoxaley,178,wizard,316,Beast Mode, ,No rank,57,79,33,No rank,193647090,1,16.480.125,41.200.312,82.400.625,41.200.312,16.480.125,0,2024-01-19,824.006.250,3448110,18.3
35,2652,820658212,Dir,178,wizard,121,New Hunter, ,No rank,72,No rank,No rank,No rank,4961453,13,16.413.164,41.032.911,82.065.821,41.032.911,16.413.164,0,2024-01-19,820.658.212,6796148,36.1
35,2653,820656140,Tazikara,178,wizard,154,New Hunter, ,No rank,73,No rank,No rank,No rank,4961453,13,16.413.123,41.032.807,82.065.614,41.032.807,16.413.123,0,2024-01-19,820.656.140,6798220,36.2
34,2654,820304789,Faceless,178,wizard,152,Home, ,No rank,49,No rank,No rank,No rank,0,0,16.406.096,41.015.239,82.030.479,41.015.239,16.406.096,0,2024-01-19,820.304.789,7149571,38.0
32,2655,820186971,Soulyans,178,wizard,393,I Am Fine, ,No rank,No rank,34,10,No rank,713848785,1,16.403.739,41.009.349,82.018.697,41.009.349,16.403.739,0,2024-01-19,820.186.971,7267389,38.7
11,2656,819235290,Cvoney,178,wizard,326,K O L E R, ,No rank,No rank,No rank,72,No rank,40214931,15,16.384.706,40.961.764,81.923.529,40.961.764,16.384.706,0,2024-01-19,819.235.290,8219070,43.7
33,2657,818583390,Wizpiece,178,wizard,300, , ,No rank,75,No rank,43,No rank,0,0,16.371.668,40.929.170,81.858.339,40.929.170,16.371.668,0,2024-01-19,818.583.390,8870970,47.2
11,2658,817940013,Zzeuss,178,wizard,334,No Excuse, ,No rank,No rank,No rank,63,No rank,10601161,50,16.358.800,40.897.001,81.794.001,40.897.001,16.358.800,0,2024-01-19,817.940.013,9514347,50.6
34,2659,817899513,Xbox,178,warrior,216,L A N L A, ,No rank,98,No rank,No rank,No rank,91116146,3,16.357.990,40.894.976,81.789.951,40.894.976,16.357.990,0,2024-01-19,817.899.513,9554847,50.8
36,2660,817673392,Tigerlily,178,warrior,181,Blaclover, ,No rank,98,No rank,No rank,No rank,8338676,21,16.353.468,40.883.670,81.767.339,40.883.670,16.353.468,0,2024-01-19,817.673.392,9780968,52.0
35,2661,817651983,Thor,178,warrior,218,Guardioes, ,No rank,78,No rank,No rank,No rank,3750748,18,16.353.040,40.882.599,81.765.198,40.882.599,16.353.040,0,2024-01-19,817.651.983,9802377,52.1
34,2662,817554904,Natea,178,wizard,283,N I N J A, ,No rank,50,73,24,No rank,92713160,2,16.351.098,40.877.745,81.755.490,40.877.745,16.351.098,0,2024-01-19,817.554.904,9899456,52.7
34,2663,817103440,Onenine,178,wizard,173,X Reunion, ,No rank,51,No rank,No rank,No rank,49039657,5,16.342.069,40.855.172,81.710.344,40.855.172,16.342.069,0,2024-01-19,817.103.440,10350920,55.1
36,2664,815517798,Misserah,178,wizard,268,Rudeboyz,5,No rank,61,No rank,54,58,12366203,15,16.310.356,40.775.890,81.551.780,40.775.890,16.310.356,0,2024-01-19,815.517.798,11936562,63.5
37,2665,813857434,Evoz,178,wizard,292,Full House, ,No rank,58,No rank,47,No rank,6162444,16,16.277.149,40.692.872,81.385.743,40.692.872,16.277.149,0,2024-01-19,813.857.434,13596926,72.3
15,2666,813648052,Xiaaaaa,178,wizard,309,Red Zone, ,No rank,No rank,No rank,86,No rank,16121546,28,16.272.961,40.682.403,81.364.805,40.682.403,16.272.961,0,2024-01-19,813.648.052,13806308,73.4
15,2667,813161975,Lyy,178,wizard,215,Rip W10,5,No rank,No rank,No rank,No rank,77,878458572,1,16.263.240,40.658.099,81.316.198,40.658.099,16.263.240,0,2024-01-19,813.161.975,14292385,76.0
07,2668,812513228,Tyrions,178,wizard,289,B R A V O,10,No rank,No rank,No rank,58,30,0,0,16.250.265,40.625.661,81.251.323,40.625.661,16.250.265,0,2024-01-19,812.513.228,14941132,79.5
11,2669,811819110,Siaujinz,178,wizard,321,Lovenlive, ,No rank,No rank,No rank,79,No rank,438317429,1,16.236.382,40.590.956,81.181.911,40.590.956,16.236.382,0,2024-01-19,811.819.110,15635250,83.2
32,2670,810072575,Ltzargon,178,wizard,343,Solo Army, ,No rank,No rank,No rank,36,No rank,338461959,2,16.201.452,40.503.629,81.007.258,40.503.629,16.201.452,0,2024-01-19,810.072.575,17381785,92.4
09,2671,809091631,Rajawiz,178,wizard,240,R A J A,0,No rank,No rank,No rank,No rank,16,1876643,76,16.181.833,40.454.582,80.909.163,40.454.582,16.181.833,0,2024-01-19,809.091.631,18362729,97.7
15,2672,807544783,Ingat,177,warrior,433,F A K E, ,No rank,No rank,16,11,No rank,36660238,16,16.150.896,40.377.239,80.754.478,40.377.239,16.150.896,0,2024-01-19,807.544.783,1422507,7.7
07,2673,806896651,Giordano,177,warrior,322,Last Mercy, ,No rank,No rank,75,46,No rank,13266198,31,16.137.933,40.344.833,80.689.665,40.344.833,16.137.933,0,2024-01-19,806.896.651,2070639,11.2
34,2674,806326459,Bossz,177,wizard,240,X Reunion, ,No rank,52,No rank,53,No rank,49039657,5,16.126.529,40.316.323,80.632.646,40.316.323,16.126.529,0,2024-01-19,806.326.459,2640831,14.3
38,2675,806266405,Mgxcan,177,warrior,170,Spears,5,5,5,60,50,61,19649346,1,16.125.328,40.313.320,80.626.640,40.313.320,16.125.328,0,2024-01-19,806.266.405,2700885,14.6
09,2676,805062239,Fireblaze,177,warrior,336,Together, ,No rank,No rank,76,40,No rank,16595604,30,16.101.245,40.253.112,80.506.224,40.253.112,16.101.245,0,2024-01-19,805.062.239,3905051,21.1
36,2677,804609650,Wollverine,177,warrior,203,Imperio, ,No rank,99,No rank,No rank,No rank,2272218,34,16.092.193,40.230.482,80.460.965,40.230.482,16.092.193,0,2024-01-19,804.609.650,4357640,23.6
02,2678,804505050,Plazsis,177,wizard,428,Thekillers, ,No rank,No rank,18,6,No rank,8612933,36,16.090.101,40.225.252,80.450.505,40.225.252,16.090.101,0,2024-01-19,804.505.050,4462240,24.1
23,2679,804426257,Shicibukai,177,wizard,295,Salegold, ,No rank,No rank,No rank,80,No rank,16229929,22,16.088.525,40.221.313,80.442.626,40.221.313,16.088.525,0,2024-01-19,804.426.257,4541033,24.6
02,2680,804236448,Ici,177,wizard,301,Gothsterz, ,No rank,No rank,No rank,66,No rank,859851517,1,16.084.729,40.211.822,80.423.645,40.211.822,16.084.729,0,2024-01-19,804.236.448,4730842,25.6
09,2681,803823950,Taklin,177,warrior,379,Level Up, ,No rank,No rank,27,13,No rank,4398312,57,16.076.479,40.191.198,80.382.395,40.191.198,16.076.479,0,2024-01-19,803.823.950,5143340,27.8
33,2682,803277602,Elicya,177,wizard,254,8 Dewa, ,No rank,76,No rank,83,No rank,156051651,2,16.065.552,40.163.880,80.327.760,40.163.880,16.065.552,0,2024-01-19,803.277.602,5689688,30.8
02,2683,802503526,Lobster,177,warrior,413,Gothsterz, ,No rank,No rank,22,15,No rank,859851517,1,16.050.071,40.125.176,80.250.353,40.125.176,16.050.071,0,2024-01-19,802.503.526,6463764,35.0
37,2684,802162354,Lapulapu,177,wizard,264,Snitch V, ,No rank,59,No rank,68,No rank,2673182,27,16.043.247,40.108.118,80.216.235,40.108.118,16.043.247,0,2024-01-19,802.162.354,6804936,36.8
32,2685,801079324,Elhub,177,warrior,264,Solo Army,10,No rank,No rank,No rank,No rank,41,338461959,2,16.021.586,40.053.966,80.107.932,40.053.966,16.021.586,0,2024-01-19,801.079.324,7887966,42.7
09,2686,800500468,Insurgent,177,warrior,362,Ogbc, ,No rank,No rank,37,19,No rank,0,0,16.010.009,40.025.023,80.050.047,40.025.023,16.010.009,0,2024-01-19,800.500.468,8466822,45.8
23,2687,799932663,Blackside,177,warrior,326,Q U A N, ,No rank,No rank,No rank,70,No rank,0,0,15.998.653,39.996.633,79.993.266,39.996.633,15.998.653,0,2024-01-19,799.932.663,9034627,48.9
23,2688,799203091,Alz,177,warrior,366,Enjoy, ,No rank,No rank,55,38,No rank,194635315,3,15.984.062,39.960.155,79.920.309,39.960.155,15.984.062,0,2024-01-19,799.203.091,9764199,52.8
02,2689,799058685,Deld,177,warrior,317, , ,No rank,No rank,No rank,75,No rank,0,0,15.981.174,39.952.934,79.905.868,39.952.934,15.981.174,0,2024-01-19,799.058.685,9908605,53.6
36,2690,798759735,Estranho,177,wizard,180, , ,No rank,62,No rank,No rank,No rank,0,0,15.975.195,39.937.987,79.875.974,39.937.987,15.975.195,0,2024-01-19,798.759.735,10207555,55.2
35,2691,797891549,Nihility,177,warrior,282,New Bie, ,No rank,79,96,52,No rank,4437580,15,15.957.831,39.894.577,79.789.155,39.894.577,15.957.831,0,2024-01-19,797.891.549,11075741,59.9
11,2692,796635151,Tojekeu,177,warrior,355, , ,No rank,No rank,No rank,66,No rank,0,0,15.932.703,39.831.758,79.663.515,39.831.758,15.932.703,0,2024-01-19,796.635.151,12332139,66.7
02,2693,793873771,Elbistan,177,warrior,308,Gothsterz, ,No rank,No rank,No rank,87,No rank,859851517,1,15.877.475,39.693.689,79.387.377,39.693.689,15.877.475,0,2024-01-19,793.873.771,15093519,81.6
09,2694,793216666,Atheana,177,wizard,415,The Kings, ,No rank,No rank,10,7,No rank,9688925,44,15.864.333,39.660.833,79.321.667,39.660.833,15.864.333,0,2024-01-19,793.216.666,15750624,85.2
09,2695,792956081,Anakpapi,177,warrior,211,Lost Lake,0,No rank,No rank,No rank,No rank,71,42210292,14,15.859.122,39.647.804,79.295.608,39.647.804,15.859.122,0,2024-01-19,792.956.081,16011209,86.6
23,2696,792044911,Alucard,177,warrior,212,Angkor Kh,0,No rank,No rank,No rank,No rank,20,41856276,12,15.840.898,39.602.246,79.204.491,39.602.246,15.840.898,0,2024-01-19,792.044.911,16922379,91.5
34,2697,789752114,Rlung,176,warrior,173,X Reunion, ,No rank,99,No rank,No rank,No rank,49039657,5,15.795.042,39.487.606,78.975.211,39.487.606,15.795.042,0,2024-01-19,789.752.114,1039646,5.7
09,2698,789134110,Capetao,176,wizard,314,F L U X O, ,No rank,No rank,No rank,51,No rank,2369042,69,15.782.682,39.456.706,78.913.411,39.456.706,15.782.682,0,2024-01-19,789.134.110,1657650,9.1
36,2699,788331455,Elchapo,176,wizard,264,Princess, ,No rank,63,No rank,57,No rank,111321691,2,15.766.629,39.416.573,78.833.146,39.416.573,15.766.629,0,2024-01-19,788.331.455,2460305,13.5
07,2700,786767463,Mimeyaw,176,wizard,282,Zelt, ,No rank,No rank,No rank,63,No rank,0,0,15.735.349,39.338.373,78.676.746,39.338.373,15.735.349,0,2024-01-19,786.767.463,4024297,22.1
35,2701,786512298,Thunder,176,wizard,296,Mafia Br, ,No rank,74,76,37,No rank,378618441,2,15.730.246,39.325.615,78.651.230,39.325.615,15.730.246,0,2024-01-19,786.512.298,4279462,23.5
02,2702,786242598,Nigonic,176,wizard,298, , ,No rank,No rank,No rank,72,No rank,0,0,15.724.852,39.312.130,78.624.260,39.312.130,15.724.852,0,2024-01-19,786.242.598,4549162,25.0
15,2703,786010843,Mobagame,176,wizard,325,Y O U, ,No rank,No rank,No rank,64,No rank,396899359,3,15.720.217,39.300.542,78.601.084,39.300.542,15.720.217,0,2024-01-19,786.010.843,4780917,26.3
33,2704,785149320,Elektro,176,wizard,268,L A N L A, ,No rank,77,No rank,72,No rank,113475823,3,15.702.986,39.257.466,78.514.932,39.257.466,15.702.986,0,2024-01-19,785.149.320,5642440,31.0
33,2705,785008921,Haades,176,warrior,310,Sweet3sour, ,No rank,No rank,100,63,No rank,20274548,11,15.700.178,39.250.446,78.500.892,39.250.446,15.700.178,0,2024-01-19,785.008.921,5782839,31.8
37,2706,784852172,Shotnik,176,wizard,86,Sumsel, ,No rank,60,No rank,No rank,No rank,817005,49,15.697.043,39.242.609,78.485.217,39.242.609,15.697.043,0,2024-01-19,784.852.172,5939588,32.7
15,2707,784689862,Iduu,176,warrior,260,Rip W10,1,No rank,No rank,No rank,No rank,92,878458572,1,15.693.797,39.234.493,78.468.986,39.234.493,15.693.797,0,2024-01-19,784.689.862,6101898,33.6
37,2708,784637927,Berudu,176,warrior,277,Beast Mode, ,No rank,No rank,No rank,86,No rank,193647090,1,15.692.759,39.231.896,78.463.793,39.231.896,15.692.759,0,2024-01-19,784.637.927,6153833,33.9
37,2709,783967692,Jollycia,176,warrior,174,Beast Mode,10,No rank,No rank,No rank,No rank,30,193647090,1,15.679.354,39.198.385,78.396.769,39.198.385,15.679.354,0,2024-01-19,783.967.692,6824068,37.5
35,2710,783737758,Subzero,176,warrior,220,Guardioes, ,No rank,80,No rank,No rank,No rank,3750748,18,15.674.755,39.186.888,78.373.776,39.186.888,15.674.755,0,2024-01-19,783.737.758,7054002,38.8
02,2711,782901172,Lamorte,176,warrior,373,Pau Mole, ,No rank,No rank,46,31,No rank,0,0,15.658.023,39.145.059,78.290.117,39.145.059,15.658.023,0,2024-01-19,782.901.172,7890588,43.4
35,2712,781447452,Ergenekon,176,warrior,74, , ,No rank,81,No rank,No rank,No rank,0,0,15.628.949,39.072.373,78.144.745,39.072.373,15.628.949,0,2024-01-19,781.447.452,9344308,51.4
34,2713,781111130,Rose,176,wizard,190,X Reunion, ,No rank,53,No rank,84,No rank,49039657,5,15.622.223,39.055.556,78.111.113,39.055.556,15.622.223,0,2024-01-19,781.111.130,9680630,53.3
07,2714,779934292,Astorlive,176,wizard,363,Last Mercy, ,No rank,No rank,29,10,No rank,13266198,31,15.598.686,38.996.715,77.993.429,38.996.715,15.598.686,0,2024-01-19,779.934.292,10857468,59.7
37,2715,779088861,Misterwong,176,wizard,276,Nusantara, ,No rank,61,No rank,56,No rank,2811211,25,15.581.777,38.954.443,77.908.886,38.954.443,15.581.777,0,2024-01-19,779.088.861,11702899,64.4
02,2716,779058891,Sekaici,176,warrior,363,Avatar War, ,No rank,No rank,54,35,No rank,566030220,2,15.581.178,38.952.945,77.905.889,38.952.945,15.581.178,0,2024-01-19,779.058.891,11732869,64.6
15,2717,778401718,Xiaofenz,176,warrior,353,All Of One, ,No rank,No rank,No rank,65,No rank,20901316,23,15.568.034,38.920.086,77.840.172,38.920.086,15.568.034,0,2024-01-19,778.401.718,12390042,68.2
15,2718,778279155,Jacksparaw,176,warrior,362,Nostalgila, ,No rank,No rank,86,53,No rank,0,0,15.565.583,38.913.958,77.827.916,38.913.958,15.565.583,0,2024-01-19,778.279.155,12512605,68.8
37,2719,778012533,Wizking,176,wizard,298, , ,No rank,62,No rank,44,No rank,0,0,15.560.251,38.900.627,77.801.253,38.900.627,15.560.251,0,2024-01-19,778.012.533,12779227,70.3
15,2720,778008782,Deritaku,176,wizard,368,Rip W10, ,No rank,No rank,75,32,No rank,878458572,1,15.560.176,38.900.439,77.800.878,38.900.439,15.560.176,0,2024-01-19,778.008.782,12782978,70.3
34,2721,777956813,Arfmpr,176,warrior,251,Legend W17, ,No rank,100,No rank,78,No rank,30617725,8,15.559.136,38.897.841,77.795.681,38.897.841,15.559.136,0,2024-01-19,777.956.813,12834947,70.6
23,2722,776659702,Tobiass,176,warrior,309,Disciples, ,No rank,No rank,No rank,98,No rank,0,0,15.533.194,38.832.985,77.665.970,38.832.985,15.533.194,0,2024-01-19,776.659.702,14132058,77.8
07,2723,775865070,Skunkbeard,176,wizard,414, , ,No rank,No rank,12,5,No rank,0,0,15.517.301,38.793.254,77.586.507,38.793.254,15.517.301,0,2024-01-19,775.865.070,14926690,82.1
35,2724,774998068,Rosi,176,wizard,268,Br Comanda, ,No rank,75,No rank,56,No rank,17502651,7,15.499.961,38.749.903,77.499.807,38.749.903,15.499.961,0,2024-01-19,774.998.068,15793692,86.9
35,2725,774444239,Zumbity,176,warrior,202,Br Comanda, ,No rank,82,No rank,No rank,No rank,17502651,7,15.488.885,38.722.212,77.444.424,38.722.212,15.488.885,0,2024-01-19,774.444.239,16347521,89.9
23,2726,774206978,Brakaminix,176,warrior,387,P E A C E, ,No rank,No rank,33,25,No rank,41404016,13,15.484.140,38.710.349,77.420.698,38.710.349,15.484.140,0,2024-01-19,774.206.978,16584782,91.2
36,2727,774102172,Danillo,176,warrior,380,Team Gi, ,No rank,100,25,14,No rank,0,0,15.482.043,38.705.109,77.410.217,38.705.109,15.482.043,0,2024-01-19,774.102.172,16689588,91.8
37,2728,774023011,Wildwiz,176,wizard,255,Beast Mode, ,No rank,63,No rank,74,No rank,193647090,1,15.480.460,38.701.151,77.402.301,38.701.151,15.480.460,0,2024-01-19,774.023.011,16768749,92.3
36,2729,773921745,Macykate,176,wizard,315,The Hunter, ,No rank,64,89,29,No rank,11548652,18,15.478.435,38.696.087,77.392.174,38.696.087,15.478.435,0,2024-01-19,773.921.745,16870015,92.8
15,2730,773392880,Snx,176,warrior,339,Kawasaki, ,No rank,No rank,No rank,87,No rank,166138253,6,15.467.858,38.669.644,77.339.288,38.669.644,15.467.858,0,2024-01-19,773.392.880,17398880,95.7
01,2731,773306692,Tobime,176,warrior,350,2nd, ,No rank,No rank,86,51,No rank,124603480,8,15.466.134,38.665.335,77.330.669,38.665.335,15.466.134,0,2024-01-19,773.306.692,17485068,96.2
35,2732,773101188,Kamildbwa,176,warrior,233,Ekipa, ,No rank,83,No rank,94,No rank,2113649,30,15.462.024,38.655.059,77.310.119,38.655.059,15.462.024,0,2024-01-19,773.101.188,17690572,97.3
32,2733,772640208,Bossmoba,175,warrior,388,Solo Army, ,No rank,No rank,41,29,No rank,338461959,2,15.452.804,38.632.010,77.264.021,38.632.010,15.452.804,0,2024-01-19,772.640.208,284042,1.6
07,2734,772084985,Lauxin,175,warrior,322,Last Mercy, ,No rank,No rank,74,47,No rank,13266198,31,15.441.700,38.604.249,77.208.498,38.604.249,15.441.700,0,2024-01-19,772.084.985,839265,4.7
33,2735,771149315,Singcronic,175,warrior,269,M I X U E, ,No rank,No rank,No rank,91,No rank,735005,86,15.422.986,38.557.466,77.114.932,38.557.466,15.422.986,0,2024-01-19,771.149.315,1774935,9.9
32,2736,770617685,Melqueen,175,wizard,337,Haoxiangni, ,No rank,No rank,No rank,48,No rank,134602058,5,15.412.354,38.530.884,77.061.768,38.530.884,15.412.354,0,2024-01-19,770.617.685,2306565,12.9
34,2737,769944177,Syahira,175,wizard,273,Asgard, ,No rank,54,85,30,No rank,81839505,4,15.398.884,38.497.209,76.994.418,38.497.209,15.398.884,0,2024-01-19,769.944.177,2980073,16.7
32,2738,769527496,Kyouka,175,warrior,154,Sl Player,5,No rank,No rank,No rank,No rank,86,38605065,15,15.390.550,38.476.375,76.952.750,38.476.375,15.390.550,0,2024-01-19,769.527.496,3396754,19.0
09,2739,769395463,Awesome,175,warrior,275,S W A T,10,No rank,No rank,No rank,No rank,46,25787976,23,15.387.909,38.469.773,76.939.546,38.469.773,15.387.909,0,2024-01-19,769.395.463,3528787,19.7
01,2740,768123854,Javascript,175,warrior,386,Red Label,5,No rank,No rank,50,29,62,7197228,73,15.362.477,38.406.193,76.812.385,38.406.193,15.362.477,0,2024-01-19,768.123.854,4800396,26.9
33,2741,767860365,Eletro,175,warrior,231, ,5,No rank,No rank,No rank,No rank,77,0,0,15.357.207,38.393.018,76.786.036,38.393.018,15.357.207,0,2024-01-19,767.860.365,5063885,28.3
07,2742,767672535,Gnd,175,warrior,335,Last Mercy, ,No rank,No rank,52,33,No rank,13266198,31,15.353.451,38.383.627,76.767.254,38.383.627,15.353.451,0,2024-01-19,767.672.535,5251715,29.4
15,2743,767210879,Revdecaa,175,warrior,180,Night Sect,5,No rank,No rank,No rank,No rank,63,0,0,15.344.218,38.360.544,76.721.088,38.360.544,15.344.218,0,2024-01-19,767.210.879,5713371,32.0
33,2744,767181459,Lothaipak,175,wizard,209,8 Dewa, ,No rank,78,No rank,No rank,No rank,156051651,2,15.343.629,38.359.073,76.718.146,38.359.073,15.343.629,0,2024-01-19,767.181.459,5742791,32.1
36,2745,767015776,Miss,175,wizard,219,Alcatraz, ,No rank,65,No rank,78,No rank,3956790,30,15.340.316,38.350.789,76.701.578,38.350.789,15.340.316,0,2024-01-19,767.015.776,5908474,33.1
23,2746,766600131,Src,175,wizard,293,M A R S, ,No rank,No rank,No rank,82,No rank,0,0,15.332.003,38.330.007,76.660.013,38.330.007,15.332.003,0,2024-01-19,766.600.131,6324119,35.4
09,2747,766578258,Carleedz,175,wizard,383,New Born, ,No rank,No rank,25,14,No rank,43573161,13,15.331.565,38.328.913,76.657.826,38.328.913,15.331.565,0,2024-01-19,766.578.258,6345992,35.5
36,2748,766378396,Irdina,175,wizard,230,The Lord, ,No rank,66,No rank,71,No rank,263804,78,15.327.568,38.318.920,76.637.840,38.318.920,15.327.568,0,2024-01-19,766.378.396,6545854,36.6
