World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,Date,Exp Points,Exp to Up,% to Up
37,3592,346760798,Mafek,144,warrior,361,Roleplay,20,No rank,No rank,37,24,7,2393982,29,6.935.216,17.338.040,34.676.080,17.338.040,6.935.216,0,2024-01-19,346.760.798,6770962,68.0
02,3593,346720931,Nurshara,144,wizard,92,Avatar War,10,No rank,No rank,No rank,No rank,42,566030220,2,6.934.419,17.336.047,34.672.093,17.336.047,6.934.419,0,2024-01-19,346.720.931,6810829,68.4
34,3594,346037226,Godfigther,144,wizard,210,Va Gi Na, ,No rank,99,No rank,74,No rank,1577394,33,6.920.745,17.301.861,34.603.723,17.301.861,6.920.745,0,2024-01-19,346.037.226,7494534,75.3
35,3595,343193853,Sefluvzera,143,wizard,242,B R A V O, ,No rank,No rank,No rank,72,No rank,141634,91,6.863.877,17.159.693,34.319.385,17.159.693,6.863.877,0,2024-01-19,343.193.853,588157,6.0
07,3596,342867971,Fevo,143,wizard,324,Immortals, ,No rank,No rank,67,26,No rank,99124772,6,6.857.359,17.143.399,34.286.797,17.143.399,6.857.359,0,2024-01-19,342.867.971,914039,9.4
23,3597,342499895,Veny,143,warrior,315, , ,No rank,No rank,No rank,90,No rank,0,0,6.849.998,17.124.995,34.249.990,17.124.995,6.849.998,0,2024-01-19,342.499.895,1282115,13.2
34,3598,341965827,Khayla,143,wizard,204, , ,No rank,100,No rank,78,No rank,0,0,6.839.317,17.098.291,34.196.583,17.098.291,6.839.317,0,2024-01-19,341.965.827,1816183,18.6
09,3599,340430194,Biowaz,143,wizard,350, , ,No rank,No rank,52,25,No rank,0,0,6.808.604,17.021.510,34.043.019,17.021.510,6.808.604,0,2024-01-19,340.430.194,3351816,34.4
35,3600,339433203,Primeone,143,warrior,247,New Bie, ,No rank,No rank,No rank,79,No rank,4437580,15,6.788.664,16.971.660,33.943.320,16.971.660,6.788.664,0,2024-01-19,339.433.203,4348807,44.6
07,3601,338293649,Maraof,143,wizard,312, , ,No rank,No rank,97,39,No rank,0,0,6.765.873,16.914.682,33.829.365,16.914.682,6.765.873,0,2024-01-19,338.293.649,5488361,56.3
07,3602,338048991,Noxtank,143,warrior,254,Night Core,1,No rank,No rank,No rank,No rank,95,63061336,11,6.760.980,16.902.450,33.804.899,16.902.450,6.760.980,0,2024-01-19,338.048.991,5733019,58.8
15,3603,336825723,Arynyera,143,warrior,348,Rip W10, ,No rank,No rank,No rank,73,No rank,878458572,1,6.736.514,16.841.286,33.682.572,16.841.286,6.736.514,0,2024-01-19,336.825.723,6956287,71.3
09,3604,336421166,Gangstar,143,warrior,314,S W A T, ,No rank,No rank,No rank,70,No rank,25787976,23,6.728.423,16.821.058,33.642.117,16.821.058,6.728.423,0,2024-01-19,336.421.166,7360844,75.5
38,3605,335227204,Chuanglszo,143,warrior,181,Spears, ,35,27,42,36,No rank,19649346,1,6.704.544,16.761.360,33.522.720,16.761.360,6.704.544,0,2024-01-19,335.227.204,8554806,87.7
23,3606,334880246,Siauha,143,wizard,282,L O V E R, ,No rank,No rank,No rank,94,No rank,12750913,32,6.697.605,16.744.012,33.488.025,16.744.012,6.697.605,0,2024-01-19,334.880.246,8901764,91.3
37,3607,333477480,Fearme,142,wizard,279,Rbsquad, ,No rank,No rank,No rank,54,No rank,1010321,44,6.669.550,16.673.874,33.347.748,16.673.874,6.669.550,0,2024-01-19,333.477.480,757860,7.9
23,3608,332576978,Tholxluffy,142,warrior,172,Angkor Kh,2,No rank,No rank,No rank,No rank,52,41856276,12,6.651.540,16.628.849,33.257.698,16.628.849,6.651.540,0,2024-01-19,332.576.978,1658362,17.4
37,3609,331582505,Blacknest,142,wizard,321,H Y D R A, ,No rank,No rank,71,28,No rank,81994266,3,6.631.650,16.579.125,33.158.250,16.579.125,6.631.650,0,2024-01-19,331.582.505,2652835,27.8
07,3610,331500454,Skyhawks,142,warrior,315, , ,No rank,No rank,86,54,No rank,0,0,6.630.009,16.575.023,33.150.045,16.575.023,6.630.009,0,2024-01-19,331.500.454,2734886,28.6
33,3611,331201715,Ret,142,warrior,303, , ,No rank,No rank,No rank,69,No rank,0,0,6.624.034,16.560.086,33.120.172,16.560.086,6.624.034,0,2024-01-19,331.201.715,3033625,31.8
37,3612,327574484,Redeyez,142,wizard,193,3ffor7,5,No rank,No rank,No rank,No rank,77,9801506,13,6.551.490,16.378.724,32.757.448,16.378.724,6.551.490,0,2024-01-19,327.574.484,6660856,69.8
11,3613,327572899,Omrra,142,wizard,228,My L I F E,5,No rank,No rank,No rank,No rank,88,32817644,21,6.551.458,16.378.645,32.757.290,16.378.645,6.551.458,0,2024-01-19,327.572.899,6662441,69.8
34,3614,327220768,Bestboy,142,wizard,189,Geologist, ,No rank,No rank,No rank,85,No rank,210198,83,6.544.415,16.361.038,32.722.077,16.361.038,6.544.415,0,2024-01-19,327.220.768,7014572,73.5
15,3615,325084031,Jhansenlay,142,warrior,248,All Of One,5,No rank,No rank,No rank,No rank,55,20901316,23,6.501.681,16.254.202,32.508.403,16.254.202,6.501.681,0,2024-01-19,325.084.031,9151309,95.9
15,3616,324796228,Widhy,141,warrior,333,Messsilent, ,No rank,No rank,No rank,99,No rank,328487362,4,6.495.925,16.239.811,32.479.623,16.239.811,6.495.925,0,2024-01-19,324.796.228,92682,1.0
07,3617,324446704,Custozas,141,wizard,262, , ,No rank,No rank,No rank,96,No rank,0,0,6.488.934,16.222.335,32.444.670,16.222.335,6.488.934,0,2024-01-19,324.446.704,442206,4.7
34,3618,323878421,Charlene,141,wizard,214, , ,No rank,No rank,No rank,73,No rank,0,0,6.477.568,16.193.921,32.387.842,16.193.921,6.477.568,0,2024-01-19,323.878.421,1010489,10.8
36,3619,323036963,Feras,141,wizard,202,Sun Shine, ,No rank,No rank,No rank,89,No rank,16608688,9,6.460.739,16.151.848,32.303.696,16.151.848,6.460.739,0,2024-01-19,323.036.963,1851947,19.8
32,3620,322987026,Pyrokar,141,wizard,201,Haoxiangni,5,No rank,No rank,No rank,No rank,59,134602058,5,6.459.741,16.149.351,32.298.703,16.149.351,6.459.741,0,2024-01-19,322.987.026,1901884,20.3
32,3621,321835074,Bladerman,141,warrior,321,I Am Fine, ,No rank,No rank,No rank,98,No rank,713848785,1,6.436.701,16.091.754,32.183.507,16.091.754,6.436.701,0,2024-01-19,321.835.074,3053836,32.7
09,3622,321605547,Dexaraz,141,wizard,287,G O D, ,No rank,No rank,No rank,83,No rank,39615790,15,6.432.111,16.080.277,32.160.555,16.080.277,6.432.111,0,2024-01-19,321.605.547,3283363,35.1
07,3623,320301657,Mykaaa,141,wizard,93,Night Core,20,No rank,No rank,No rank,No rank,9,63061336,11,6.406.033,16.015.083,32.030.166,16.015.083,6.406.033,0,2024-01-19,320.301.657,4587253,49.1
37,3624,320236279,Yongpal,141,wizard,266, , ,No rank,No rank,No rank,64,No rank,0,0,6.404.726,16.011.814,32.023.628,16.011.814,6.404.726,0,2024-01-19,320.236.279,4652631,49.8
11,3625,319601732,Experiaa,141,wizard,341, , ,No rank,No rank,No rank,57,No rank,0,0,6.392.035,15.980.087,31.960.173,15.980.087,6.392.035,0,2024-01-19,319.601.732,5287178,56.6
02,3626,319571027,Purbarini,141,warrior,305, , ,No rank,No rank,No rank,93,No rank,0,0,6.391.421,15.978.551,31.957.103,15.978.551,6.391.421,0,2024-01-19,319.571.027,5317883,56.9
09,3627,319219409,Priestt,141,wizard,320,Vermilion, ,No rank,No rank,No rank,49,No rank,12532848,37,6.384.388,15.960.970,31.921.941,15.960.970,6.384.388,0,2024-01-19,319.219.409,5669501,60.7
38,3628,319132545,Tusznyiing,141,warrior,187,Pilipin4s, ,36,28,35,32,No rank,6820921,7,6.382.651,15.956.627,31.913.254,15.956.627,6.382.651,0,2024-01-19,319.132.545,5756365,61.6
36,3629,318862518,Piezdrax,141,warrior,292,Blaclover, ,No rank,No rank,No rank,75,No rank,8338676,21,6.377.250,15.943.126,31.886.252,15.943.126,6.377.250,0,2024-01-19,318.862.518,6026392,64.5
35,3630,318707612,Arkaine,141,warrior,212,Br Comanda,15,No rank,No rank,No rank,No rank,14,17502651,7,6.374.152,15.935.381,31.870.761,15.935.381,6.374.152,0,2024-01-19,318.707.612,6181298,66.1
35,3631,318270333,Escanor,141,warrior,132,Alone Wolf,15,No rank,No rank,No rank,No rank,16,0,0,6.365.407,15.913.517,31.827.033,15.913.517,6.365.407,0,2024-01-19,318.270.333,6618577,70.8
37,3632,317947223,Durhaka,141,wizard,140,Beast Mode,20,No rank,No rank,No rank,No rank,2,193647090,1,6.358.944,15.897.361,31.794.722,15.897.361,6.358.944,0,2024-01-19,317.947.223,6941687,74.3
38,3633,317842627,Poby,141,warrior,130,Pilipin4s, ,37,29,No rank,96,No rank,6820921,7,6.356.853,15.892.131,31.784.263,15.892.131,6.356.853,0,2024-01-19,317.842.627,7046283,75.4
15,3634,317664717,Yifei,141,warrior,365,Admiral,0,No rank,No rank,78,47,4,0,0,6.353.294,15.883.236,31.766.472,15.883.236,6.353.294,0,2024-01-19,317.664.717,7224193,77.3
07,3635,317246869,Tobiuchiha,141,wizard,318,Fanz Crewz, ,No rank,No rank,78,29,No rank,0,0,6.344.937,15.862.343,31.724.687,15.862.343,6.344.937,0,2024-01-19,317.246.869,7642041,81.8
09,3636,317166413,Cyroid,141,wizard,306,G O Dx, ,No rank,No rank,No rank,59,No rank,77667476,8,6.343.328,15.858.321,31.716.641,15.858.321,6.343.328,0,2024-01-19,317.166.413,7722497,82.6
07,3637,316760486,Yamatano,141,warrior,218,Last Mercy,10,No rank,No rank,No rank,No rank,34,13266198,31,6.335.210,15.838.024,31.676.049,15.838.024,6.335.210,0,2024-01-19,316.760.486,8128424,87.0
01,3638,316662505,Nollife,141,warrior,138,Sri Gala,5,No rank,No rank,No rank,No rank,90,102755498,9,6.333.250,15.833.125,31.666.250,15.833.125,6.333.250,0,2024-01-19,316.662.505,8226405,88.0
36,3639,315594437,Brmatheuz,140,wizard,190,Br Union, ,No rank,No rank,No rank,99,No rank,22849640,7,6.311.889,15.779.722,31.559.444,15.779.722,6.311.889,0,2024-01-19,315.594.437,145463,1.6
38,3640,314060651,Acong,140,warrior,187,Limit,5,38,30,36,31,59,5855,88,6.281.213,15.703.033,31.406.065,15.703.033,6.281.213,0,2024-01-19,314.060.651,1679249,18.4
32,3641,313551399,Habsburgos,140,warrior,370, , ,No rank,No rank,59,42,No rank,0,0,6.271.028,15.677.570,31.355.140,15.677.570,6.271.028,0,2024-01-19,313.551.399,2188501,23.9
02,3642,313534522,Drakula,140,warrior,160,R T F,10,No rank,No rank,No rank,No rank,36,45275170,11,6.270.690,15.676.726,31.353.452,15.676.726,6.270.690,0,2024-01-19,313.534.522,2205378,24.1
01,3643,313363198,Auron,140,warrior,154,Sri Gala,10,No rank,No rank,No rank,No rank,40,102755498,9,6.267.264,15.668.160,31.336.320,15.668.160,6.267.264,0,2024-01-19,313.363.198,2376702,26.0
07,3644,313349260,Ferumbro,140,wizard,271,Exoticcrew, ,No rank,No rank,No rank,85,No rank,0,0,6.266.985,15.667.463,31.334.926,15.667.463,6.266.985,0,2024-01-19,313.349.260,2390640,26.1
02,3645,313104013,Farewella,140,warrior,302, , ,No rank,No rank,No rank,94,No rank,0,0,6.262.080,15.655.201,31.310.401,15.655.201,6.262.080,0,2024-01-19,313.104.013,2635887,28.8
38,3646,312958485,Mgxbontot,140,wizard,185,Spears, ,39,9,37,5,No rank,19649346,1,6.259.170,15.647.924,31.295.848,15.647.924,6.259.170,0,2024-01-19,312.958.485,2781415,30.4
07,3647,312484047,Luvlyreka,140,warrior,103,Of Unisol,20,No rank,No rank,No rank,No rank,10,299009013,1,6.249.681,15.624.202,31.248.405,15.624.202,6.249.681,0,2024-01-19,312.484.047,3255853,35.6
02,3648,312422307,Lumia,140,wizard,298,V4lkyrie, ,No rank,No rank,No rank,74,No rank,12539321,29,6.248.446,15.621.115,31.242.231,15.621.115,6.248.446,0,2024-01-19,312.422.307,3317593,36.3
09,3649,311255961,Unistromz,140,wizard,289, , ,No rank,No rank,No rank,79,No rank,0,0,6.225.119,15.562.798,31.125.596,15.562.798,6.225.119,0,2024-01-19,311.255.961,4483939,49.0
02,3650,311097806,Xjohryanx,140,wizard,281,W C W, ,No rank,No rank,No rank,100,No rank,66681551,9,6.221.956,15.554.890,31.109.781,15.554.890,6.221.956,0,2024-01-19,311.097.806,4642094,50.7
01,3651,310658300,Godajay,140,warrior,336,Sri Gala, ,No rank,No rank,No rank,71,No rank,102755498,9,6.213.166,15.532.915,31.065.830,15.532.915,6.213.166,0,2024-01-19,310.658.300,5081600,55.5
38,3652,310079851,Fluffy,140,warrior,136,Spears, ,40,31,No rank,85,No rank,19649346,1,6.201.597,15.503.993,31.007.985,15.503.993,6.201.597,0,2024-01-19,310.079.851,5660049,61.9
15,3653,308586614,Alexandeer,140,warrior,300,Deadlysinz,5,No rank,No rank,No rank,No rank,86,36420969,17,6.171.732,15.429.331,30.858.661,15.429.331,6.171.732,0,2024-01-19,308.586.614,7153286,78.2
32,3654,308511192,Predatorsa,140,warrior,227,I Am Fine,15,No rank,No rank,No rank,No rank,18,713848785,1,6.170.224,15.425.560,30.851.119,15.425.560,6.170.224,0,2024-01-19,308.511.192,7228708,79.0
07,3655,308241838,Sasukez,140,wizard,261,Hero V, ,No rank,No rank,No rank,99,No rank,0,0,6.164.837,15.412.092,30.824.184,15.412.092,6.164.837,0,2024-01-19,308.241.838,7498062,82.0
33,3656,308212387,Nayana,140,warrior,203,L A N L A,15,No rank,No rank,No rank,No rank,11,113475823,3,6.164.248,15.410.619,30.821.239,15.410.619,6.164.248,0,2024-01-19,308.212.387,7527513,82.3
38,3657,307861648,Jai,140,warrior,172,Pilipin4s, ,41,32,55,46,No rank,6820921,7,6.157.233,15.393.082,30.786.165,15.393.082,6.157.233,0,2024-01-19,307.861.648,7878252,86.1
38,3658,305855723,Xpsycho,139,warrior,171,Spears, ,42,33,58,48,No rank,19649346,1,6.117.114,15.292.786,30.585.572,15.292.786,6.117.114,0,2024-01-19,305.855.723,929787,10.4
01,3659,305634791,Rp,139,wizard,340,X 2, ,No rank,No rank,No rank,41,No rank,0,0,6.112.696,15.281.740,30.563.479,15.281.740,6.112.696,0,2024-01-19,305.634.791,1150719,12.9
36,3660,304953697,Thelord,139,warrior,210,The Lord,15,No rank,No rank,No rank,No rank,18,263804,78,6.099.074,15.247.685,30.495.370,15.247.685,6.099.074,0,2024-01-19,304.953.697,1831813,20.5
09,3661,304510388,Okidoki,139,wizard,293, , ,No rank,No rank,No rank,73,No rank,0,0,6.090.208,15.225.519,30.451.039,15.225.519,6.090.208,0,2024-01-19,304.510.388,2275122,25.4
37,3662,303329447,Starboy,139,warrior,277,Unexpected, ,No rank,No rank,No rank,87,No rank,12392779,10,6.066.589,15.166.472,30.332.945,15.166.472,6.066.589,0,2024-01-19,303.329.447,3456063,38.6
02,3663,302914237,Storm,139,wizard,307,R T F, ,No rank,No rank,No rank,59,No rank,45275170,11,6.058.285,15.145.712,30.291.424,15.145.712,6.058.285,0,2024-01-19,302.914.237,3871273,43.2
09,3664,302905335,Kingcrezx,139,warrior,146,The Crez,10,No rank,No rank,No rank,No rank,32,0,0,6.058.107,15.145.267,30.290.534,15.145.267,6.058.107,0,2024-01-19,302.905.335,3880175,43.3
37,3665,302739454,Ah,139,wizard,253, , ,No rank,No rank,No rank,75,No rank,0,0,6.054.789,15.136.973,30.273.945,15.136.973,6.054.789,0,2024-01-19,302.739.454,4046056,45.2
34,3666,302326770,Calleigh,139,warrior,264, , ,No rank,No rank,No rank,68,No rank,0,0,6.046.535,15.116.338,30.232.677,15.116.338,6.046.535,0,2024-01-19,302.326.770,4458740,49.8
35,3667,301903634,Lightborn,139,warrior,309, , ,No rank,No rank,59,32,No rank,0,0,6.038.073,15.095.182,30.190.363,15.095.182,6.038.073,0,2024-01-19,301.903.634,4881876,54.5
11,3668,301021517,Uzmuki,139,warrior,139,L T U,10,No rank,No rank,No rank,No rank,29,225017120,2,6.020.430,15.051.076,30.102.152,15.051.076,6.020.430,0,2024-01-19,301.021.517,5763993,64.4
02,3669,300806232,Zizi,139,wizard,286, , ,No rank,No rank,No rank,93,No rank,0,0,6.016.125,15.040.312,30.080.623,15.040.312,6.016.125,0,2024-01-19,300.806.232,5979278,66.8
33,3670,300531954,Executors,139,wizard,260,Dark Lord, ,No rank,No rank,No rank,78,No rank,4820686,30,6.010.639,15.026.598,30.053.195,15.026.598,6.010.639,0,2024-01-19,300.531.954,6253556,69.8
15,3671,298835021,Bakpau,139,warrior,400,Deadlysinz, ,No rank,No rank,39,24,No rank,36420969,17,5.976.700,14.941.751,29.883.502,14.941.751,5.976.700,0,2024-01-19,298.835.021,7950489,88.8
37,3672,298522770,Rampage,139,warrior,290,Beast Mode,10,No rank,No rank,No rank,75,31,193647090,1,5.970.455,14.926.138,29.852.277,14.926.138,5.970.455,0,2024-01-19,298.522.770,8262740,92.3
02,3673,298366583,Acrius,139,wizard,307,Gothsterz, ,No rank,No rank,No rank,57,No rank,859851517,1,5.967.332,14.918.329,29.836.658,14.918.329,5.967.332,0,2024-01-19,298.366.583,8418927,94.0
02,3674,298285130,Srmodi,139,warrior,190,Mr T E A M,10,No rank,No rank,No rank,No rank,46,7019680,38,5.965.703,14.914.256,29.828.513,14.914.256,5.965.703,0,2024-01-19,298.285.130,8500380,94.9
32,3675,297922348,Sweetlove,138,warrior,130,Solo Army,20,No rank,No rank,No rank,No rank,6,338461959,2,5.958.447,14.896.117,29.792.235,14.896.117,5.958.447,0,2024-01-19,297.922.348,100612,1.1
11,3676,297449597,Warsoz,138,warrior,257, ,10,No rank,No rank,No rank,No rank,26,0,0,5.948.992,14.872.480,29.744.960,14.872.480,5.948.992,0,2024-01-19,297.449.597,573363,6.5
36,3677,297345082,Varsya,138,wizard,209,Sun Shine, ,No rank,No rank,No rank,86,No rank,16608688,9,5.946.902,14.867.254,29.734.508,14.867.254,5.946.902,0,2024-01-19,297.345.082,677878,7.7
32,3678,296748673,Giltine,138,warrior,330,Solo Army, ,No rank,No rank,No rank,88,No rank,338461959,2,5.934.973,14.837.434,29.674.867,14.837.434,5.934.973,0,2024-01-19,296.748.673,1274287,14.5
23,3679,296250038,Bloodspear,138,wizard,313,Handler0ne, ,No rank,No rank,No rank,59,No rank,2743451,62,5.925.001,14.812.502,29.625.004,14.812.502,5.925.001,0,2024-01-19,296.250.038,1772922,20.2
11,3680,295644176,Diah,138,wizard,314, , ,No rank,No rank,No rank,92,No rank,0,0,5.912.884,14.782.209,29.564.418,14.782.209,5.912.884,0,2024-01-19,295.644.176,2378784,27.1
35,3681,295445489,Xbutterfly,138,wizard,228,S26gold, ,No rank,No rank,No rank,80,No rank,872358,43,5.908.910,14.772.274,29.544.549,14.772.274,5.908.910,0,2024-01-19,295.445.489,2577471,29.4
15,3682,294896660,Xenaa,138,wizard,396,Rip W10, ,No rank,No rank,44,18,No rank,878458572,1,5.897.933,14.744.833,29.489.666,14.744.833,5.897.933,0,2024-01-19,294.896.660,3126300,35.7
38,3683,294775895,Mgxshinee,138,wizard,166,Limit,10,43,10,63,13,27,5855,88,5.895.518,14.738.795,29.477.590,14.738.795,5.895.518,0,2024-01-19,294.775.895,3247065,37.1
35,3684,294640086,Brasuka,138,warrior,241, , ,No rank,No rank,No rank,87,No rank,0,0,5.892.802,14.732.004,29.464.009,14.732.004,5.892.802,0,2024-01-19,294.640.086,3382874,38.6
09,3685,294440776,Madaraaaad,138,warrior,301, , ,No rank,No rank,No rank,100,No rank,0,0,5.888.816,14.722.039,29.444.078,14.722.039,5.888.816,0,2024-01-19,294.440.776,3582184,40.9
38,3686,292996938,Tartmvs,138,warrior,149,Team Work, ,44,34,85,69,No rank,7055650,6,5.859.939,14.649.847,29.299.694,14.649.847,5.859.939,0,2024-01-19,292.996.938,5026022,57.4
33,3687,292878857,Hikarii,138,wizard,331,End Game, ,No rank,No rank,78,30,No rank,15505092,14,5.857.577,14.643.943,29.287.886,14.643.943,5.857.577,0,2024-01-19,292.878.857,5144103,58.7
37,3688,292744830,Shorinji,138,wizard,220, , ,No rank,No rank,No rank,99,No rank,0,0,5.854.897,14.637.242,29.274.483,14.637.242,5.854.897,0,2024-01-19,292.744.830,5278130,60.2
11,3689,292226502,Madusa,138,wizard,204,Legendary1,5,No rank,No rank,No rank,No rank,89,6099433,63,5.844.530,14.611.325,29.222.650,14.611.325,5.844.530,0,2024-01-19,292.226.502,5796458,66.2
23,3690,291975216,Mayura,138,wizard,166,Angkor Kh,10,No rank,No rank,No rank,No rank,34,41856276,12,5.839.504,14.598.761,29.197.522,14.598.761,5.839.504,0,2024-01-19,291.975.216,6047744,69.0
11,3691,291418912,Lolisolo,138,warrior,225,Legendary1,10,No rank,No rank,No rank,No rank,44,6099433,63,5.828.378,14.570.946,29.141.891,14.570.946,5.828.378,0,2024-01-19,291.418.912,6604048,75.4
32,3692,291299316,Fapchin,138,wizard,310, , ,No rank,No rank,No rank,84,No rank,0,0,5.825.986,14.564.966,29.129.932,14.564.966,5.825.986,0,2024-01-19,291.299.316,6723644,76.7
38,3693,290657339,Ms,138,warrior,160,M1d Ni9ht, ,45,35,69,56,No rank,1017052,19,5.813.147,14.532.867,29.065.734,14.532.867,5.813.147,0,2024-01-19,290.657.339,7365621,84.1
02,3694,290340397,Saam,138,wizard,278,R T F,10,No rank,No rank,No rank,No rank,38,45275170,11,5.806.808,14.517.020,29.034.040,14.517.020,5.806.808,0,2024-01-19,290.340.397,7682563,87.7
07,3695,289949413,Bluepunk,138,wizard,140,Olympians,5,No rank,No rank,No rank,No rank,79,0,0,5.798.988,14.497.471,28.994.941,14.497.471,5.798.988,0,2024-01-19,289.949.413,8073547,92.1
09,3696,289673379,Anakmummy,138,warrior,185,Lost Lake,10,No rank,No rank,No rank,No rank,35,42210292,14,5.793.468,14.483.669,28.967.338,14.483.669,5.793.468,0,2024-01-19,289.673.379,8349581,95.3
32,3697,288624518,Oxy,137,wizard,299, , ,No rank,No rank,No rank,100,No rank,0,0,5.772.490,14.431.226,28.862.452,14.431.226,5.772.490,0,2024-01-19,288.624.518,824972,9.6
01,3698,287809339,Ayuce,137,wizard,316,Sri Gala, ,No rank,No rank,No rank,70,No rank,102755498,9,5.756.187,14.390.467,28.780.934,14.390.467,5.756.187,0,2024-01-19,287.809.339,1640151,19.1
37,3699,287372444,Brucelee,137,warrior,153,Beast Mode,15,No rank,No rank,No rank,No rank,16,193647090,1,5.747.449,14.368.622,28.737.244,14.368.622,5.747.449,0,2024-01-19,287.372.444,2077046,24.2
11,3700,286895900,Wrap,137,wizard,340,5atu, ,No rank,No rank,No rank,59,No rank,0,0,5.737.918,14.344.795,28.689.590,14.344.795,5.737.918,0,2024-01-19,286.895.900,2553590,29.8
01,3701,286315744,Rioza,137,wizard,310, , ,No rank,No rank,No rank,78,No rank,0,0,5.726.315,14.315.787,28.631.574,14.315.787,5.726.315,0,2024-01-19,286.315.744,3133746,36.6
32,3702,285964261,Miyaku,137,wizard,245,The Dragon,0,No rank,No rank,No rank,No rank,20,0,0,5.719.285,14.298.213,28.596.426,14.298.213,5.719.285,0,2024-01-19,285.964.261,3485229,40.7
23,3703,285717729,Devilkinqs,137,warrior,313, , ,No rank,No rank,No rank,91,No rank,0,0,5.714.355,14.285.886,28.571.773,14.285.886,5.714.355,0,2024-01-19,285.717.729,3731761,43.5
37,3704,285560644,Yuji,137,wizard,219,Beast Mode,15,No rank,No rank,No rank,100,19,193647090,1,5.711.213,14.278.032,28.556.064,14.278.032,5.711.213,0,2024-01-19,285.560.644,3888846,45.4
15,3705,285341990,Paham,137,wizard,339, , ,No rank,No rank,No rank,43,No rank,0,0,5.706.840,14.267.100,28.534.199,14.267.100,5.706.840,0,2024-01-19,285.341.990,4107500,47.9
02,3706,285139510,Jhony,137,wizard,167,R T F,10,No rank,No rank,No rank,No rank,47,45275170,11,5.702.790,14.256.976,28.513.951,14.256.976,5.702.790,0,2024-01-19,285.139.510,4309980,50.3
