World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,Date Today,Exp Points,Exp to Up,% to Up,ExpPoints Difference
2,1189,1812917240,Rixe,217,wizard,162, , ,No rank,43,No rank,No rank,No rank,0,0,36258345,90645862,181291724,90645862,36258345,0,2024-01-19,1812917240,18295850,53.7,0
11,1190,1812767983,Quinnaaa,217,warrior,245,Legendary1, ,No rank,91,No rank,No rank,No rank,6099433,63,36255360,90638399,181276798,90638399,36255360,0,2024-01-19,1812767983,18445107,54.1,0
23,1191,1812349253,Chelsylin,217,wizard,317,S W A T, ,82,32,No rank,53,No rank,6791308,44,36246985,90617463,181234925,90617463,36246985,0,2024-01-19,1812349253,18863837,55.4,0
23,1192,1812041844,Apeape,217,warrior,400,Enjoy, ,83,51,25,17,No rank,194635315,3,36240837,90602092,181204184,90602092,36240837,0,2024-01-19,1812041844,19171246,56.3,0
9,1193,1809876360,Protasoff,217,warrior,376,Edc, ,76,54,30,16,No rank,1683232,79,36197527,90493818,180987636,90493818,36197527,0,2024-01-19,1809876360,21336730,62.6,0
7,1194,1809532566,Mznovella,217,warrior,275,Last Mercy, ,57,36,No rank,No rank,No rank,13266198,31,36190651,90476628,180953257,90476628,36190651,0,2024-01-19,1809532566,21680524,63.6,0
15,1195,1806271309,Girldevilz,217,warrior,328,Blackpinky, ,No rank,76,No rank,No rank,No rank,2002909,95,36125426,90313565,180627131,90313565,36125426,0,2024-01-19,1806271309,24941781,73.2,0
23,1196,1803247525,Juliet,217,warrior,390, , ,84,52,30,21,No rank,0,0,36064950,90162376,180324752,90162376,36064950,0,2024-01-19,1803247525,27965565,82.1,0
11,1197,1798865528,Lauriis,217,warrior,240,Criminal,10,No rank,92,No rank,No rank,42,0,0,35977311,89943276,179886553,89943276,35977311,0,2024-01-19,1798865528,32347562,95.0,0
23,1198,1796222833,Yanti,216,warrior,369,Handler0ne, ,85,53,49,34,No rank,2743451,62,35924457,89811142,179622283,89811142,35924457,0,2024-01-19,1796222833,1394327,4.2,0
9,1199,1795518483,Yz,216,warrior,269,The Kings, ,77,55,No rank,No rank,No rank,9688925,44,35910370,89775924,179551848,89775924,35910370,0,2024-01-19,1795518483,2098677,6.2,0
11,1200,1793622923,Ichinomiya,216,wizard,271,B A B Y, ,No rank,66,No rank,No rank,No rank,0,0,35872458,89681146,179362292,89681146,35872458,0,2024-01-19,1793622923,3994237,11.9,0
35,1201,1792707909,Jhow,216,warrior,319,Guardioes, ,64,35,51,26,No rank,3750748,18,35854158,89635395,179270791,89635395,35854158,0,2024-01-19,1792707909,4909251,14.6,0
1,1202,1792321081,Kingturk,216,warrior,339,Turk Team, ,No rank,80,No rank,64,No rank,72772299,12,35846422,89616054,179232108,89616054,35846422,0,2024-01-19,1792321081,5296079,15.8,0
11,1203,1791880442,Jtz,216,warrior,285, , ,No rank,93,No rank,No rank,No rank,0,0,35837609,89594022,179188044,89594022,35837609,0,2024-01-19,1791880442,5736718,17.1,0
1,1204,1791350004,Malwiz,216,wizard,387,Full Hate, ,No rank,53,47,21,No rank,0,0,35827000,89567500,179135000,89567500,35827000,0,2024-01-19,1791350004,6267156,18.7,0
36,1205,1790646261,Xiaomeii,216,wizard,348,Est2021, ,75,25,45,15,No rank,17862408,8,35812925,89532313,179064626,89532313,35812925,0,2024-01-19,1790646261,6970899,20.7,0
9,1206,1790504229,Straizo,216,warrior,370,Aincrad, ,78,56,33,17,No rank,0,0,35810085,89525211,179050423,89525211,35810085,0,2024-01-19,1790504229,7112931,21.2,0
23,1207,1790455287,Goodlucky,216,wizard,209, , ,86,33,No rank,No rank,No rank,0,0,35809106,89522764,179045529,89522764,35809106,0,2024-01-19,1790455287,7161873,21.3,0
23,1208,1789617415,Ellion,216,warrior,342,Angkor Kh, ,87,54,85,55,No rank,41856276,12,35792348,89480871,178961742,89480871,35792348,0,2024-01-19,1789617415,7999745,23.8,0
7,1209,1788576786,Laura,216,warrior,245,Last Mercy, ,58,37,No rank,No rank,No rank,13266198,31,35771536,89428839,178857679,89428839,35771536,0,2024-01-19,1788576786,9040374,26.9,0
23,1210,1787986266,Dissapoint,216,warrior,305,Death Clan, ,88,55,No rank,No rank,No rank,2958931,57,35759725,89399313,178798627,89399313,35759725,0,2024-01-19,1787986266,9630894,28.7,0
11,1211,1787644992,Iory,216,warrior,371,Lovenlive, ,No rank,94,82,47,No rank,438317429,1,35752900,89382250,178764499,89382250,35752900,0,2024-01-19,1787644992,9972168,29.7,0
23,1212,1787566643,Costantino,216,warrior,387,P E A C E, ,89,56,34,26,No rank,41404016,13,35751333,89378332,178756664,89378332,35751333,0,2024-01-19,1787566643,10050517,29.9,0
32,1213,1786411373,Dyre,216,wizard,339,Tribute, ,No rank,38,No rank,43,No rank,0,0,35728227,89320569,178641137,89320569,35728227,0,2024-01-19,1786411373,11205787,33.4,0
32,1214,1786082208,Vay,216,warrior,298,Bamdietta, ,No rank,68,No rank,No rank,No rank,2821811,71,35721644,89304110,178608221,89304110,35721644,0,2024-01-19,1786082208,11534952,34.3,0
35,1215,1785627093,Waze,216,warrior,228,Br Comanda, ,65,36,No rank,98,No rank,17502651,7,35712542,89281355,178562709,89281355,35712542,0,2024-01-19,1785627093,11990067,35.7,0
36,1216,1784757034,Xiizora,216,wizard,283,Rudeboyz, ,76,26,No rank,47,No rank,12366203,15,35695141,89237852,178475703,89237852,35695141,0,2024-01-19,1784757034,12860126,38.3,0
1,1217,1784638632,Violetson,216,warrior,335, , ,No rank,81,No rank,73,No rank,0,0,35692773,89231932,178463863,89231932,35692773,0,2024-01-19,1784638632,12978528,38.6,0
23,1218,1784545616,Fox,216,warrior,225,Angkor Kh, ,90,57,No rank,No rank,No rank,41856276,12,35690912,89227281,178454562,89227281,35690912,0,2024-01-19,1784545616,13071544,38.9,0
9,1219,1782657201,Xdra,216,warrior,214, , ,79,57,No rank,No rank,No rank,0,0,35653144,89132860,178265720,89132860,35653144,0,2024-01-19,1782657201,14959959,44.5,0
1,1220,1781190749,Obala,216,warrior,286,Dead End, ,No rank,82,No rank,No rank,No rank,21901493,35,35623815,89059537,178119075,89059537,35623815,0,2024-01-19,1781190749,16426411,48.9,0
37,1221,1780974044,Xosha,216,warrior,322,Snitch V, ,75,50,68,41,No rank,2673182,27,35619481,89048702,178097404,89048702,35619481,0,2024-01-19,1780974044,16643116,49.5,0
2,1222,1779603355,Arxangel,216,warrior,272,Gothsterz, ,No rank,70,No rank,No rank,No rank,859851517,1,35592067,88980168,177960336,88980168,35592067,0,2024-01-19,1779603355,18013805,53.6,0
15,1223,1779205351,Anarchy,216,warrior,274,Deadlysinz, ,No rank,77,No rank,No rank,No rank,36420969,17,35584107,88960268,177920535,88960268,35584107,0,2024-01-19,1779205351,18411809,54.8,0
36,1224,1778599471,Nakanji,216,wizard,158, , ,77,27,No rank,No rank,No rank,0,0,35571989,88929974,177859947,88929974,35571989,0,2024-01-19,1778599471,19017689,56.6,0
35,1225,1778255325,Warblack,216,warrior,253,Guardioes, ,66,37,No rank,73,No rank,3750748,18,35565106,88912766,177825532,88912766,35565106,0,2024-01-19,1778255325,19361835,57.6,0
1,1226,1777396450,Xmidnightx,216,warrior,324, , ,No rank,83,No rank,88,No rank,0,0,35547929,88869822,177739645,88869822,35547929,0,2024-01-19,1777396450,20220710,60.2,0
7,1227,1776670212,Zynneaaa,216,wizard,318,Last Mercy, ,59,22,79,30,No rank,13266198,31,35533404,88833511,177667021,88833511,35533404,0,2024-01-19,1776670212,20946948,62.3,0
15,1228,1775569213,Waterlaw,216,wizard,309, , ,No rank,29,No rank,85,No rank,0,0,35511384,88778461,177556921,88778461,35511384,0,2024-01-19,1775569213,22047947,65.6,0
23,1229,1774260219,Batamixc,216,wizard,231,Enjoy, ,91,34,No rank,No rank,No rank,194635315,3,35485204,88713011,177426022,88713011,35485204,0,2024-01-19,1774260219,23356941,69.5,0
9,1230,1773853331,Kimsorin,216,wizard,306,Nigthglory, ,80,23,No rank,59,No rank,0,0,35477067,88692667,177385333,88692667,35477067,0,2024-01-19,1773853331,23763829,70.7,0
7,1231,1773465351,Saklikoehb,216,warrior,244,Bitcoins, ,60,38,No rank,No rank,No rank,168479950,3,35469307,88673268,177346535,88673268,35469307,0,2024-01-19,1773465351,24151809,71.9,0
23,1232,1772951614,Bugatti,216,warrior,266,Crusaders, ,92,58,No rank,No rank,No rank,530601559,1,35459032,88647581,177295161,88647581,35459032,0,2024-01-19,1772951614,24665546,73.4,0
11,1233,1772629777,Tatsumaki,216,wizard,300,L T U, ,No rank,67,No rank,No rank,No rank,225017120,2,35452596,88631489,177262978,88631489,35452596,0,2024-01-19,1772629777,24987383,74.4,0
33,1234,1771249013,Zegion,216,warrior,272,The Prayer, ,97,63,No rank,86,No rank,34317780,8,35424980,88562451,177124901,88562451,35424980,0,2024-01-19,1771249013,26368147,78.5,0
9,1235,1770302235,Realqueen,216,wizard,236,M V P, ,81,24,No rank,No rank,No rank,13915659,35,35406045,88515112,177030224,88515112,35406045,0,2024-01-19,1770302235,27314925,81.3,0
37,1236,1769970937,Cell,216,wizard,394,H Y D R A, ,76,26,23,8,No rank,81994266,3,35399419,88498547,176997094,88498547,35399419,0,2024-01-19,1769970937,27646223,82.3,0
32,1237,1768999586,Mufinka,216,wizard,289,Haoxiangni, ,No rank,39,No rank,No rank,No rank,134602058,5,35379992,88449979,176899959,88449979,35379992,0,2024-01-19,1768999586,28617574,85.2,0
1,1238,1768639644,Skylight,216,warrior,276,Life Death, ,No rank,84,No rank,No rank,No rank,14259557,51,35372793,88431982,176863964,88431982,35372793,0,2024-01-19,1768639644,28977516,86.3,0
2,1239,1768353344,Antiope,216,warrior,329,V4lkyrie, ,No rank,71,No rank,64,No rank,12539321,29,35367067,88417667,176835334,88417667,35367067,0,2024-01-19,1768353344,29263816,87.1,0
2,1240,1767140353,Yasure,216,wizard,188,R T F, ,No rank,44,No rank,No rank,No rank,45275170,11,35342807,88357018,176714035,88357018,35342807,0,2024-01-19,1767140353,30476807,90.7,0
1,1241,1766691341,Mazule,216,warrior,348,After Rain, ,No rank,85,89,55,No rank,32832263,23,35333827,88334567,176669134,88334567,35333827,0,2024-01-19,1766691341,30925819,92.1,0
32,1242,1762797596,Whitecobra,215,wizard,329, , ,No rank,40,No rank,60,No rank,0,0,35255952,88139880,176279760,88139880,35255952,0,2024-01-19,1762797596,1688054,5.1,0
1,1243,1760862991,Joker,215,wizard,286, , ,No rank,54,No rank,No rank,No rank,0,0,35217260,88043150,176086299,88043150,35217260,0,2024-01-19,1760862991,3622659,10.9,0
36,1244,1760745153,Vodkas,215,warrior,313, , ,78,51,90,61,No rank,0,0,35214903,88037258,176074515,88037258,35214903,0,2024-01-19,1760745153,3740497,11.3,0
36,1245,1760664529,Wolfmans,215,warrior,297,Princess, ,79,52,No rank,72,No rank,111321691,2,35213291,88033226,176066453,88033226,35213291,0,2024-01-19,1760664529,3821121,11.5,0
15,1246,1759989819,Kaici,215,wizard,329,Seelacor, ,No rank,30,No rank,56,No rank,0,0,35199796,87999491,175998982,87999491,35199796,0,2024-01-19,1759989819,4495831,13.6,0
9,1247,1756699602,Princenoah,215,wizard,272,D A M A I, ,82,25,No rank,No rank,No rank,96204444,6,35133992,87834980,175669960,87834980,35133992,0,2024-01-19,1756699602,7786048,23.5,0
33,1248,1756040524,Faikuii,215,wizard,407,Main Land,0,98,35,30,13,54,8219455,19,35120810,87802026,175604052,87802026,35120810,0,2024-01-19,1756040524,8445126,25.5,0
11,1249,1755581966,Eived,215,wizard,261,Legends Id, ,No rank,68,No rank,No rank,No rank,11234414,49,35111639,87779098,175558197,87779098,35111639,0,2024-01-19,1755581966,8903684,26.9,0
32,1250,1753438605,Adonking,215,wizard,248,Star Ons, ,No rank,41,No rank,No rank,No rank,26339632,19,35068772,87671930,175343860,87671930,35068772,0,2024-01-19,1753438605,11047045,33.3,0
36,1251,1752844510,Chaosx,215,wizard,324,Blaclover, ,80,28,75,24,No rank,8338676,21,35056890,87642226,175284451,87642226,35056890,0,2024-01-19,1752844510,11641140,35.1,0
23,1252,1752437707,Original,215,warrior,303,Angkor Kh,7,93,59,No rank,No rank,22,41856276,12,35048754,87621885,175243771,87621885,35048754,0,2024-01-19,1752437707,12047943,36.4,0
1,1253,1752338429,Natsumi,215,wizard,274,Dead End, ,No rank,55,No rank,No rank,No rank,21901493,35,35046769,87616921,175233843,87616921,35046769,0,2024-01-19,1752338429,12147221,36.7,0
33,1254,1751969983,Godchild,215,warrior,271,The Prayer, ,99,64,No rank,90,No rank,34317780,8,35039400,87598499,175196998,87598499,35039400,0,2024-01-19,1751969983,12515667,37.8,0
32,1255,1751242134,Rykard,215,warrior,341,Solo Army, ,No rank,69,No rank,69,No rank,338461959,2,35024843,87562107,175124213,87562107,35024843,0,2024-01-19,1751242134,13243516,40.0,0
15,1256,1750870220,Batamkinq,215,wizard,274,Kawasaki, ,No rank,31,No rank,No rank,No rank,166138253,6,35017404,87543511,175087022,87543511,35017404,0,2024-01-19,1750870220,13615430,41.1,0
9,1257,1750671334,Jiuvie,215,wizard,343,The Kings, ,83,26,61,29,No rank,9688925,44,35013427,87533567,175067133,87533567,35013427,0,2024-01-19,1750671334,13814316,41.7,0
33,1258,1750547068,Xifeng,215,warrior,274,8 Dewa,10,100,65,No rank,82,28,156051651,2,35010941,87527353,175054707,87527353,35010941,0,2024-01-19,1750547068,13938582,42.1,0
11,1259,1750472822,Mrlonely,215,wizard,289, , ,No rank,69,No rank,No rank,No rank,0,0,35009456,87523641,175047282,87523641,35009456,0,2024-01-19,1750472822,14012828,42.3,0
1,1260,1748312040,Wesing,215,wizard,290,T6tiau, ,No rank,56,No rank,96,No rank,33030886,22,34966241,87415602,174831204,87415602,34966241,0,2024-01-19,1748312040,16173610,48.8,0
1,1261,1746747265,Antulawa,215,warrior,347,The Best, ,No rank,86,94,58,No rank,0,0,34934945,87337363,174674726,87337363,34934945,0,2024-01-19,1746747265,17738385,53.5,0
36,1262,1746397470,Senzou,215,wizard,322,A 1 M, ,81,29,76,25,No rank,117919,92,34927949,87319874,174639747,87319874,34927949,0,2024-01-19,1746397470,18088180,54.6,0
15,1263,1746394112,Xanter,215,warrior,189,The Dust, ,No rank,78,No rank,No rank,No rank,79526939,10,34927882,87319706,174639411,87319706,34927882,0,2024-01-19,1746394112,18091538,54.6,0
7,1264,1745276266,Sneaker,215,warrior,484,World18, ,61,39,1,1,No rank,58177357,13,34905525,87263813,174527627,87263813,34905525,0,2024-01-19,1745276266,19209384,58.0,0
11,1265,1744552260,Packe,215,warrior,268,Hayhar, ,No rank,95,No rank,No rank,No rank,0,0,34891045,87227613,174455226,87227613,34891045,0,2024-01-19,1744552260,19933390,60.2,0
32,1266,1744535644,Thealpha,215,warrior,374,Tribute, ,No rank,70,56,40,No rank,0,0,34890713,87226782,174453564,87226782,34890713,0,2024-01-19,1744535644,19950006,60.2,0
